State	All	Tornado	Wind	Hail
AL	12	4	8	0
AR	55	3	46	6
CA	1	0	1	0
CT	1	0	1	0
DE	12	0	12	0
FL	14	6	8	0
GA	17	1	16	0
ID	30	0	30	0
IL	4	0	3	1
IN	8	0	8	0
IA	11	3	5	3
KS	11	0	9	2
KY	12	0	12	0
LA	29	3	26	0
ME	4	0	4	0
MD	48	0	48	0
MA	2	0	2	0
MI	3	0	3	0
MS	27	0	27	0
MO	58	8	44	6
MT	2	0	2	0
NJ	39	1	38	0
NM	3	1	0	2
NY	23	0	22	1
NC	66	2	64	0
OK	70	6	36	28
PA	69	1	68	0
RI	1	1	0	0
SC	27	3	24	0
TN	43	2	40	1
TX	110	14	63	33
VA	83	3	80	0
WA	2	2	0	0
WV	17	0	17	0
WI	9	2	5	2
WY	1	0	1	0
