State	All	Tornado	Wind	Hail
AL	148	2	78	68
AR	66	3	42	21
CA	1	1	0	0
CO	18	6	2	10
CT	8	1	7	0
DE	3	0	2	1
FL	111	5	85	21
GA	94	6	56	32
ID	1	0	1	0
IL	17	1	15	1
IN	1	0	1	0
IA	5	2	1	2
KS	27	0	5	22
KY	8	0	1	7
LA	93	13	52	28
MD	6	0	5	1
MA	8	0	8	0
MI	5	1	4	0
MN	20	0	3	17
MS	96	5	60	31
MO	44	4	25	15
NE	8	0	4	4
NH	1	0	1	0
NJ	14	0	12	2
NY	6	1	5	0
NC	43	3	20	20
OH	4	0	4	0
OK	57	3	16	38
PA	17	0	16	1
SC	7	2	5	0
SD	5	0	0	5
TN	22	4	8	10
TX	224	10	47	167
VA	37	0	14	23
WV	3	0	0	3
WI	9	0	3	6
WY	1	0	0	1
