State	All	Tornado	Wind	Hail
AL	27	13	9	5
AZ	28	2	20	6
AR	37	0	5	32
CA	4	1	3	0
CO	3	0	1	2
FL	8	4	2	2
GA	3	1	2	0
IL	2	0	2	0
IA	4	0	4	0
KS	2	0	1	1
KY	5	0	5	0
LA	9	0	5	4
ME	3	0	3	0
MD	1	0	1	0
MI	2	0	2	0
MN	5	0	4	1
MS	37	7	12	18
MO	4	0	0	4
NE	20	0	18	2
NH	5	0	5	0
NM	2	0	0	2
NY	2	0	2	0
NC	3	0	2	1
OH	1	0	0	1
OK	15	0	8	7
OR	2	2	0	0
PA	1	0	1	0
SD	4	0	2	2
TN	13	0	13	0
TX	59	3	48	8
UT	4	0	0	4
VA	5	0	0	5
WI	27	13	14	0
