State	All	Tornado	Wind	Hail
AL	88	9	72	7
AZ	1	0	1	0
AR	38	8	13	17
CA	2	1	1	0
FL	27	6	21	0
GA	41	1	40	0
IL	37	8	9	20
IN	38	1	17	20
IA	25	11	4	10
KS	6	0	0	6
KY	64	4	41	19
LA	9	0	4	5
MD	17	0	17	0
MA	3	0	0	3
MS	67	4	36	27
MO	79	6	9	64
MT	2	0	2	0
NE	7	0	0	7
NJ	7	0	7	0
NM	6	4	2	0
NY	24	0	22	2
NC	1	0	1	0
AND	3	0	1	2
OH	37	0	19	18
OK	26	2	10	14
PA	42	0	28	14
RI	1	0	0	1
SC	4	0	3	1
TN	95	14	71	10
TX	76	20	23	33
VT	1	0	1	0
VA	8	0	8	0
WA	3	1	2	0
WV	10	0	8	2
WI	2	1	1	0
