State	All	Tornado	Wind	Hail
AL	3	0	2	1
AR	15	0	15	0
CA	4	2	2	0
CO	1	0	1	0
CT	17	0	17	0
DE	6	0	6	0
FL	11	4	7	0
GA	4	0	4	0
IL	73	14	56	3
IN	9	0	9	0
IA	2	0	2	0
KS	12	0	7	5
KY	2	0	2	0
LA	4	0	4	0
MD	23	2	21	0
MA	15	0	15	0
MI	24	0	24	0
MS	3	2	1	0
MO	35	0	29	6
NJ	42	0	42	0
NM	1	0	1	0
NY	49	0	49	0
NC	4	0	4	0
OH	75	0	75	0
OK	25	2	12	11
OR	1	1	0	0
PA	83	1	82	0
RI	5	0	5	0
TN	1	0	1	0
TX	15	2	9	4
UT	3	0	3	0
VA	6	0	6	0
WV	14	0	14	0
WI	15	0	15	0
