State	All	Tornado	Wind	Hail
AL	28	0	28	0
AZ	3	0	3	0
AR	8	5	3	0
CA	3	3	0	0
DE	3	0	3	0
FL	16	1	15	0
GA	10	3	7	0
ID	6	0	4	2
IL	3	0	2	1
IN	4	0	2	2
IA	17	0	14	3
KS	11	0	3	8
KY	2	0	2	0
LA	3	0	3	0
MD	24	1	23	0
MI	12	0	7	5
MN	45	0	14	31
MS	4	0	4	0
MO	10	1	9	0
NE	2	0	1	1
NJ	1	0	1	0
NM	9	0	7	2
NY	6	0	6	0
NC	27	3	18	6
ND	13	0	13	0
OH	14	1	12	1
OK	1	0	1	0
OR	3	0	3	0
PA	1	0	1	0
SC	27	12	15	0
SD	1	0	0	1
TN	8	2	6	0
TX	20	2	16	2
UT	1	0	1	0
VA	7	2	5	0
WV	2	0	2	0
WI	13	1	4	8
WY	1	0	1	0
