State	All	Tornado	Wind	Hail
AL	117	38	62	17
AR	36	3	23	10
CA	4	3	1	0
CO	6	2	2	2
CT	1	0	0	1
FL	46	9	24	13
GA	91	37	31	23
IL	12	0	5	7
IN	41	4	23	14
KS	9	0	2	7
KY	38	10	24	4
LA	19	4	11	4
MD	9	0	9	0
MI	21	4	9	8
MS	37	4	24	9
MO	40	5	14	21
NE	9	0	1	8
NJ	6	0	4	2
NM	16	2	5	9
NY	2	0	2	0
OH	61	2	46	13
OK	47	0	12	35
PA	5	0	4	1
SC	17	5	12	0
TN	28	2	26	0
TX	184	11	110	63
VA	17	0	17	0
