State	All	Tornado	Wind	Hail
AL	178	28	106	44
AZ	3	0	3	0
AR	61	16	23	22
CA	45	3	35	7
CO	2	0	2	0
FL	17	3	12	2
GA	151	8	111	32
ID	1	0	1	0
IL	200	49	104	47
IN	130	26	78	26
IA	92	28	31	33
KS	1	0	1	0
KY	76	6	65	5
LA	44	2	22	20
MD	1	0	1	0
MI	7	0	3	4
MS	137	22	79	36
MO	84	0	29	55
NE	8	0	0	8
NV	2	0	2	0
NM	1	0	1	0
NC	26	0	25	1
OH	90	12	75	3
OK	45	1	11	33
PA	19	0	19	0
SC	23	1	19	3
SD	2	0	0	2
TN	146	19	118	9
TX	231	14	121	96
UT	3	0	3	0
VA	6	0	6	0
WV	7	0	7	0
WI	24	15	7	2
