State	All	Tornado	Wind	Hail
AL	4	0	3	1
AZ	13	0	8	5
AR	8	2	2	4
CA	12	0	12	0
CO	3	0	2	1
DE	1	0	1	0
FL	7	2	5	0
GA	12	0	12	0
ID	2	0	1	1
IL	55	16	35	4
IN	31	4	26	1
KS	36	10	19	7
KY	7	0	7	0
LA	14	5	9	0
MD	7	0	7	0
MA	1	0	1	0
MI	11	2	9	0
MN	19	10	8	1
MS	13	3	3	7
MO	36	20	15	1
NE	5	1	2	2
NJ	2	0	2	0
NM	2	0	1	1
NY	14	0	14	0
NC	4	0	4	0
AND	6	4	2	0
OH	40	19	18	3
OK	84	21	48	15
OR	2	0	2	0
PA	40	11	29	0
SD	19	7	8	4
TN	7	3	3	1
TX	72	6	60	6
UT	6	0	6	0
VT	5	0	5	0
VA	26	0	26	0
WA	4	0	4	0
